codigo,municipio,clean,departamento
63548,Pijao,pijao,63
63594,Quimbaya,quimbaya,63
63690,Salento,salento,63
66001,Pereira,pereira,66
66045,Apía,apia,66
66075,Balboa,balboa,66
66088,Belén De Umbría,belen_de_umbria,66
66170,Dosquebradas,dosquebradas,66
66318,Guática,guatica,66
66383,La Celia,la_celia,66
66400,La Virginia,la_virginia,66
66440,Marsella,marsella,66
66456,Mistrató,mistrato,66
66572,Pueblo Rico,pueblo_rico,66
66594,Quinchía,quinchia,66
66682,Santa Rosa De Cabal,santa_rosa_de_cabal,66
66687,Santuario,santuario,66
68001,Bucaramanga,bucaramanga,68
68013,Aguada,aguada,68
68020,Albania,albania,68
68051,Aratoca,aratoca,68
68077,Barbosa,barbosa,68
68079,Barichara,barichara,68
68081,Barrancabermeja,barrancabermeja,68
68092,Betulia,betulia,68
68101,Bolívar,bolivar,68
68121,Cabrera,cabrera,68
68132,California,california,68
68147,Capitanejo,capitanejo,68
68152,Carcasí,carcasi,68
68160,Cepitá,cepita,68
68162,Cerrito,cerrito,68
68167,Charalá,charala,68
68169,Charta,charta,68
68176,Chima,chima,68
68179,Chipatá,chipata,68
68190,Cimitarra,cimitarra,68
68207,Concepción,concepcion,68
68209,Confines,confines,68
68211,Contratación,contratacion,68
68217,Coromoro,coromoro,68
68229,Curití,curiti,68
68235,El Carmen De Chucuri,el_carmen_de_chucuri,68
68245,El Guacamayo,el_guacamayo,68
68250,El Peñón,el_penon,68
68255,El Playón,el_playon,68
68264,Encino,encino,68
68266,Enciso,enciso,68
68271,Florián,florian,68
68276,Floridablanca,floridablanca,68
68296,Galán,galan,68
68298,Gámbita,gambita,68
68307,Girón,giron,68
68318,Guaca,guaca,68
68320,Guadalupe,guadalupe,68
68322,Guapotá,guapota,68
68324,Guavatá,guavata,68
68327,Güepsa,güepsa,68
68344,Hato,hato,68
68368,Jesús María,jesus_maria,68
68370,Jordán,jordan,68
68377,La Belleza,la_belleza,68
68385,Landázuri,landazuri,68
68397,La Paz,la_paz,68
68406,Lebrija,lebrija,68
68418,Los Santos,los_santos,68
68425,Macaravita,macaravita,68
68432,Málaga,malaga,68
68444,Matanza,matanza,68
68464,Mogotes,mogotes,68
68468,Molagavita,molagavita,68
68498,Ocamonte,ocamonte,68
68500,Oiba,oiba,68
68502,Onzaga,onzaga,68
68522,Palmar,palmar,68
68524,Palmas Del Socorro,palmas_del_socorro,68
68533,Páramo,paramo,68
68547,Piedecuesta,piedecuesta,68
68549,Pinchote,pinchote,68
68572,Puente Nacional,puente_nacional,68
68573,Puerto Parra,puerto_parra,68
68575,Puerto Wilches,puerto_wilches,68
68615,Rionegro,rionegro,68
68655,Sabana De Torres,sabana_de_torres,68
68669,San Andrés,san_andres,68
68673,San Benito,san_benito,68
68679,San Gil,san_gil,68
68682,San Joaquín,san_joaquin,68
68684,San José De Miranda,san_jose_de_miranda,68
68686,San Miguel,san_miguel,68
68689,San Vicente De Chucurí,san_vicente_de_chucuri,68
68705,Santa Bárbara,santa_barbara,68
68720,Santa Helena Del Opón,santa_helena_del_opon,68
68745,Simacota,simacota,68
68755,Socorro,socorro,68
68770,Suaita,suaita,68
68773,Sucre,sucre,68
68780,Suratá,surata,68
68820,Tona,tona,68
68855,Valle De San José,valle_de_san_jose,68
68861,Vélez,velez,68
68867,Vetas,vetas,68
68872,Villanueva,villanueva,68
68895,Zapatoca,zapatoca,68
70001,Sincelejo,sincelejo,70
70110,Buenavista,buenavista,70
70124,Caimito,caimito,70
70204,Colosó,coloso,70
70215,Corozal,corozal,70
70221,Coveñas,covenas,70
70230,Chalán,chalan,70
70233,El Roble,el_roble,70
70235,Galeras,galeras,70
70265,Guaranda,guaranda,70
70400,La Unión,la_union,70
70418,Los Palmitos,los_palmitos,70
70429,Majagual,majagual,70
70473,Morroa,morroa,70
70508,Ovejas,ovejas,70
70523,Palmito,palmito,70
70670,Sampués,sampues,70
70678,San Benito Abad,san_benito_abad,70
70702,San Juan De Betulia,san_juan_de_betulia,70
70708,San Marcos,san_marcos,70
70713,San Onofre,san_onofre,70
70717,San Pedro,san_pedro,70
70742,San Luis De Sincé,san_luis_de_since,70
70771,Sucre,sucre,70
70820,Santiago De Tolú,santiago_de_tolu,70
70823,San José De Toluviejo,san_jose_de_toluviejo,70
73001,Ibagué,ibague,73
73024,Alpujarra,alpujarra,73
73026,Alvarado,alvarado,73
73030,Ambalema,ambalema,73
73043,Anzoátegui,anzoategui,73
73055,Armero,armero,73
73067,Ataco,ataco,73
73124,Cajamarca,cajamarca,73
73148,Carmen De Apicalá,carmen_de_apicala,73
73152,Casabianca,casabianca,73
73168,Chaparral,chaparral,73
73200,Coello,coello,73
73217,Coyaima,coyaima,73
73226,Cunday,cunday,73
73236,Dolores,dolores,73
73268,Espinal,espinal,73
73270,Falan,falan,73
73275,Flandes,flandes,73
73283,Fresno,fresno,73
73319,Guamo,guamo,73
73347,Herveo,herveo,73
73349,Honda,honda,73
73352,Icononzo,icononzo,73
73408,Lérida,lerida,73
73411,Líbano,libano,73
73443,San Sebastián De Mariquita,san_sebastian_de_mariquita,73
73449,Melgar,melgar,73
73461,Murillo,murillo,73
73483,Natagaima,natagaima,73
73504,Ortega,ortega,73
73520,Palocabildo,palocabildo,73
73547,Piedras,piedras,73
73555,Planadas,planadas,73
73563,Prado,prado,73
73585,Purificación,purificacion,73
73616,Rioblanco,rioblanco,73
73622,Roncesvalles,roncesvalles,73
73624,Rovira,rovira,73
73671,Saldaña,saldana,73
73675,San Antonio,san_antonio,73
73678,San Luis,san_luis,73
73686,Santa Isabel,santa_isabel,73
73770,Suárez,suarez,73
73854,Valle De San Juan,valle_de_san_juan,73
73861,Venadillo,venadillo,73
73870,Villahermosa,villahermosa,73
73873,Villarrica,villarrica,73
76001,Cali,cali,76
76020,Alcalá,alcala,76
76036,Andalucía,andalucia,76
76041,Ansermanuevo,ansermanuevo,76
76054,Argelia,argelia,76
76100,Bolívar,bolivar,76
76109,Buenaventura,buenaventura,76
76111,Guadalajara De Buga,guadalajara_de_buga,76
76113,Bugalagrande,bugalagrande,76
76122,Caicedonia,caicedonia,76
76126,Calima,calima,76
76130,Candelaria,candelaria,76
76147,Cartago,cartago,76
76233,Dagua,dagua,76
76243,El Águila,el_aguila,76
76246,El Cairo,el_cairo,76
76248,El Cerrito,el_cerrito,76
76250,El Dovio,el_dovio,76
76275,Florida,florida,76
76306,Ginebra,ginebra,76
76318,Guacarí,guacari,76
76364,Jamundí,jamundi,76
76377,La Cumbre,la_cumbre,76
76400,La Unión,la_union,76
76403,La Victoria,la_victoria,76
76497,Obando,obando,76
76520,Palmira,palmira,76
76563,Pradera,pradera,76
76606,Restrepo,restrepo,76
76616,Riofrío,riofrio,76
76622,Roldanillo,roldanillo,76
76670,San Pedro,san_pedro,76
76736,Sevilla,sevilla,76
76823,Toro,toro,76
76828,Trujillo,trujillo,76
76834,Tuluá,tulua,76
76845,Ulloa,ulloa,76
76863,Versalles,versalles,76
76869,Vijes,vijes,76
76890,Yotoco,yotoco,76
76892,Yumbo,yumbo,76
76895,Zarzal,zarzal,76
81001,Arauca,arauca,81
81065,Arauquita,arauquita,81
81220,Cravo Norte,cravo_norte,81
81300,Fortul,fortul,81
81591,Puerto Rondón,puerto_rondon,81
81736,Saravena,saravena,81
81794,Tame,tame,81
85001,Yopal,yopal,85
85010,Aguazul,aguazul,85
85015,Chámeza,chameza,85
85125,Hato Corozal,hato_corozal,85
85136,La Salina,la_salina,85
85139,Maní,mani,85
85162,Monterrey,monterrey,85
85225,Nunchía,nunchia,85
85230,Orocué,orocue,85
85250,Paz De Ariporo,paz_de_ariporo,85
85263,Pore,pore,85
85279,Recetor,recetor,85
85300,Sabanalarga,sabanalarga,85
85315,Sácama,sacama,85
85325,San Luis De Palenque,san_luis_de_palenque,85
85400,Támara,tamara,85
85410,Tauramena,tauramena,85
85430,Trinidad,trinidad,85
85440,Villanueva,villanueva,85
86001,Mocoa,mocoa,86
86219,Colón,colon,86
86320,Orito,orito,86
86568,Puerto Asís,puerto_asis,86
86569,Puerto Caicedo,puerto_caicedo,86
86571,Puerto Guzmán,puerto_guzman,86
86573,Puerto Leguízamo,puerto_leguizamo,86
86749,Sibundoy,sibundoy,86
86755,San Francisco,san_francisco,86
86757,San Miguel,san_miguel,86
86760,Santiago,santiago,86
86865,Valle Del Guamuez,valle_del_guamuez,86
86885,Villagarzón,villagarzon,86
88001,San Andrés,san_andres,88
88564,Providencia,providencia,88
91001,Leticia,leticia,91
91263,El Encanto,el_encanto,91
91405,La Chorrera,la_chorrera,91
91407,La Pedrera,la_pedrera,91
91430,La Victoria,la_victoria,91
91460,Mirití - Paraná,miriti_-_parana,91
91530,Puerto Alegría,puerto_alegria,91
91536,Puerto Arica,puerto_arica,91
91540,Puerto Nariño,puerto_narino,91
91669,Puerto Santander,puerto_santander,91
91798,Tarapacá,tarapaca,91
94001,Inírida,inirida,94
94343,Barrancominas,barrancominas,94
94883,San Felipe,san_felipe,94
94884,Puerto Colombia,puerto_colombia,94
94885,La Guadalupe,la_guadalupe,94
94886,Cacahual,cacahual,94
94887,Pana Pana,pana_pana,94
94888,Morichal,morichal,94
95001,San José Del Guaviare,san_jose_del_guaviare,95
95015,Calamar,calamar,95
95025,El Retorno,el_retorno,95
95200,Miraflores,miraflores,95
97001,Mitú,mitu,97
97161,Carurú,caruru,97
97511,Pacoa,pacoa,97
97666,Taraira,taraira,97
97777,Papunahua,papunahua,97
97889,Yavaraté,yavarate,97
99001,Puerto Carreño,puerto_carreno,99
99524,La Primavera,la_primavera,99
99624,Santa Rosalía,santa_rosalia,99
99773,Cumaribo,cumaribo,99
